size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
medium,forward_backward,True,bfloat16,512,4,5,10,423183360,116.8128,25.7748,180.9526,104.0538
