size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
xl,forward_backward,False,N/A,512,4,5,10,3406809600,869.7836,3.5156,879.6659,867.8898
