size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
medium,forward_backward,False,N/A,512,4,5,10,423183360,141.9176,0.3074,142.7298,141.6486
