size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
small,forward,False,N/A,512,4,10,10,128625408,16.3869,0.0114,16.4050,16.3683
