size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
xl,forward,False,N/A,512,4,10,10,3406809600,293.3361,0.1470,293.5722,293.1156
