size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
small,full-step,False,N/A,512,4,10,10,128625408,57.4064,0.1685,57.8412,57.2300
