size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
large,full-step,False,N/A,512,4,10,10,969411840,294.6622,0.2204,294.9592,294.3637
