size,mode,mixed_precision,mixed_dtype,context_length,batch_size,warmup,steps,n_params,mean_ms,std_ms,max_ms,min_ms
medium,full-step,False,N/A,512,4,10,10,423183360,129.4665,0.1090,129.6412,129.3563
